Scientific.name,Common.name,Iconic.taxon.name,Taxon #,Place.guess,Latitude,Longitude
Antheraea polyphemus,Polyphemus Moth,Insecta,47919,Schoodic Woods Campground Amphitheater parking lot,44.38130278,-68.06508611
Enicospilus purgatus,,Insecta,180355,Schoodic Woods Campground Amphitheater parking lot,44.38134722,-68.06513333
Scopula limboundata,Large Lace-border,Insecta,81680,Schoodic Woods Campground Amphitheater parking lot,44.38134444,-68.06510278
Anaplectoides prasina,Green Arches,Insecta,213514,Schoodic Woods Campground Amphitheater parking lot,44.38128611,-68.0652
Oreta rosea,Rose Hooktip,Insecta,121534,Schoodic Woods Campground Amphitheater parking lot,44.38132222,-68.06510278
Peridea ferruginea,Chocolate Prominent,Insecta,227466,Schoodic Woods Campground Amphitheater parking lot,44.38135278,-68.06508611
Anatis mali,Eye-spotted Lady Beetle,Insecta,213544,Schoodic Woods Campground Amphitheater parking lot,44.38135556,-68.06511667
Catocala unijuga,Once-married Underwing,Insecta,203442,Schoodic Woods Campground Amphitheater parking lot,44.38129722,-68.06510833
Sphinx kalmiae,Laurel Sphinx,Insecta,117452,Schoodic Woods Campground Amphitheater parking lot,44.38135833,-68.06516389
Antheraea polyphemus,Polyphemus Moth,Insecta,47919,Schoodic Woods Campground Amphitheater parking lot,44.381313,-68.065164
Harrisimemna trisignata,Harris' Three-Spot,Insecta,220974,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Caripeta divisata,Gray Spruce Looper Moth,Insecta,205213,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Speyeria atlantis,Atlantis Fritillary,Insecta,63128,"Winter Harbor, ME, USA",44.33635769,-68.06297421
Vanessa virginiensis,American Lady,Insecta,48549,"Winter Harbor, ME, USA",44.33639606,-68.06308687
Vanessa virginiensis,American Lady,Insecta,48549,"Winter Harbor, ME, USA",44.33586657,-68.06147218
Panthea acronyctoides,Black Zigzag Moth,Insecta,176096,Schoodic Woods Campground Amphitheater parking lot,44.38134444,-68.06510833
Peridea ferruginea,Chocolate Prominent,Insecta,227466,Schoodic Woods Campground Amphitheater parking lot,44.38130556,-68.06504167
Acronicta tritona,Triton Dagger,Insecta,212457,Schoodic Woods Campground Amphitheater parking lot,44.38145556,-68.06495
Leuconycta diphteroides,Green Leuconycta Moth,Insecta,205235,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Ochropleura implecta,Flame-shouldered Dart,Insecta,143121,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Drepana arcuata,Arched Hooktip Moth,Insecta,84428,Schoodic Woods Campground Amphitheater parking lot,44.38133572,-68.06517631
Monochamus notatus,Northeastern Pine Sawyer Beetle,Insecta,130358,Schoodic Woods Campground Amphitheater parking lot,44.38135556,-68.06510278
Dryocampa rubicunda,Rosy Maple Moth,Insecta,48094,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Hypena baltimoralis,Baltimore Snout,Insecta,82201,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Nicrophorus sayi,Say's Burying Beetle,Insecta,225951,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Synchlora aerata,Wavy-lined Emerald,Insecta,126204,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Nematocampa resistaria,Horned Spanworm Moth,Insecta,81656,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Pococera robustella,Pine Webworm Moth,Insecta,361321,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Scopula limboundata,Large Lace-border,Insecta,81680,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Peridea ferruginea,Chocolate Prominent,Insecta,227466,Schoodic Woods Campground Amphitheater parking lot,44.38133333,-68.065125
Sphinx kalmiae,Laurel Sphinx,Insecta,117452,Schoodic Woods Campground Amphitheater parking lot,44.38141667,-68.0652
Malacosoma americana,Eastern Tent Caterpillar Moth,Insecta,211100,Schoodic Woods Campground Amphitheater parking lot,44.38130278,-68.06513333
Habrosyne scripta,Lettered Habrosyne Moth,Insecta,220826,Schoodic Woods Campground Amphitheater parking lot,44.38132778,-68.06510278
Sphinx kalmiae,Laurel Sphinx,Insecta,117452,Schoodic Woods Campground Amphitheater parking lot,44.38123333,-68.06515556
Sphinx kalmiae,Laurel Sphinx,Insecta,117452,Schoodic Woods Campground Amphitheater parking lot,44.38125278,-68.06515556
Speyeria atlantis,Atlantis Fritillary,Insecta,63128,"Acadia National Park, Winter Harbor, ME, US",44.33655296,-68.05721761
Sitochroa palealis,Carrot Seed Moth,Insecta,62424,Frazer Point Park and Picnic Area,44.374831,-68.074815
Syngrapha epigaea,Epigaea Looper Moth,Insecta,232147,"Frazer Point Picnic Area, Acadia National Park, ME",44.374808,-68.074975
Scopula limboundata,Large Lace-border,Insecta,81680,"Bar Harbor, ME, USA",44.36265159,-68.20786074
Oreta rosea,Rose Hooktip,Insecta,121534,"04693, Winter Harbor, ME, US",44.38133833,-68.06513333
Hypena baltimoralis,Baltimore Snout,Insecta,82201,"04693, Winter Harbor, ME, US",44.38133833,-68.0651555
Popillia japonica,Japanese Beetle,Insecta,67760,"Bar Harbor, ME, USA",44.36245,-68.20822778
Dumetella carolinensis,Gray Catbird,Aves,14995,"Bar Harbor, ME, USA",44.362575,-68.20764167
Lithobates catesbeianus,American Bullfrog,Amphibia,65979,"Bar Harbor, ME, USA",44.36287222,-68.20783889
Ambystoma,Mole Salamanders,Amphibia,26721,"Bar Harbor, ME, USA",44.36281111,-68.20787778
Lithobates palustris,Pickerel Frog,Amphibia,66002,"Bar Harbor, ME, USA",44.36275556,-68.20774167
Apantesis virgo,Virgin Tiger Moth,Insecta,606580,"Bar Harbor, ME, USA",44.36246111,-68.20751944
Leuconycta lepidula,Marbled-green Leuconycta Moth,Insecta,223564,"Bar Harbor, ME, USA",44.36195,-68.20744444
Macaria pustularia,Lesser Maple Spanworm Moth,Insecta,736797,"Bar Harbor, ME, USA",44.36246389,-68.20748056
Chauliodes pectinicornis,Summer Fishfly,Insecta,129041,"Bar Harbor, ME, USA",44.36250278,-68.20748056
Lithobates palustris,Pickerel Frog,Amphibia,66002,"Bar Harbor, ME, USA",44.36201389,-68.20777778
Neocataclysta magnificalis,Scrollwork Pyralid Moth,Insecta,225579,"Bar Harbor, ME, USA",44.36248333,-68.20750556
Exomala orientalis,Oriental Beetle,Insecta,359401,"Bar Harbor, ME, USA",44.36256667,-68.207175
Hypsopygia olinalis,Yellow-fringed Dolichomia Moth,Insecta,343393,"Bar Harbor, ME, USA",44.36256667,-68.207175
Nicrophorus orbicollis,Roundneck Sexton Beetle,Insecta,84437,"Bar Harbor, ME, USA",44.36262778,-68.20718333
Korscheltellus gracilis,Conifer Swift Moth,Insecta,177605,"Bar Harbor, ME, USA",44.36263333,-68.20718333
Maladera castanea,Asian Garden Beetle,Insecta,126579,"Bar Harbor, ME, USA",44.36258611,-68.20718333
Raphia frater,Brother Moth,Insecta,229817,"Bar Harbor, ME, USA",44.36261667,-68.20718333
Eulithis explanata,White Eulithis Moth,Insecta,219746,"Bar Harbor, ME, USA",44.362625,-68.20716944
Arion subfuscus,Dusky Slug,Mollusca,61428,"Bar Harbor, ME, USA",44.36262222,-68.20718333
Paonias excaecata,Blinded Sphinx,Insecta,49716,"Acadia National Park, Winter Harbor, ME, US",44.33713383,-68.06161308
Chauliodes pectinicornis,Summer Fishfly,Insecta,129041,"Sieur de Monts Nature Center, Acadia National Park, ME",44.362497,-68.207473
Banasa dimidiata,Green Burgundy Stink Bug,Insecta,363224,"Sieur de Monts Nature Center, Acadia National Park, ME",44.362497,-68.207473
Nicrophorus orbicollis,Roundneck Sexton Beetle,Insecta,84437,"Sieur de Monts Nature Center, Acadia National Park, ME",44.362497,-68.207473
Apantesis virgo,Virgin Tiger Moth,Insecta,606580,"Sieur de Monts Nature Center, Acadia National Park, ME",44.362497,-68.207473
Hypoprepia fucosa,Painted Lichen Moth,Insecta,119953,"Sieur de Monts Nature Center, Acadia National Park, ME",44.362497,-68.207473
Pteridium aquilinum,common bracken,Plantae,52681,"04693, Winter Harbor, ME, US",44.38030478,-68.06265143
Pinus banksiana,Jack pine,Plantae,58724,"04693, Winter Harbor, ME, US",44.3806095,-68.06272737
Cornus canadensis,Canadian bunchberry,Plantae,47192,"04693, Winter Harbor, ME, US",44.38061105,-68.06265
Kalmia angustifolia,sheep laurel,Plantae,53041,"04693, Winter Harbor, ME, US",44.38078824,-68.06277003
Bombus ternarius,Tricolored Bumble Bee,Insecta,127905,"04693, Winter Harbor, ME, US",44.38057555,-68.06273986
Rosa,roses,Plantae,53438,"Acadia National Park, Winter Harbor, ME, US",44.33876333,-68.04536383
Colias interior,Pink-edged Sulphur,Insecta,198800,"04693, Winter Harbor, ME, US",44.38023,-68.06630833
Eulithis explanata,White Eulithis Moth,Insecta,219746,Schoodic Woods Campground Amphitheater parking lot,44.38133611,-68.06516389
Eulithis explanata,White Eulithis Moth,Insecta,219746,Schoodic Woods Campground Amphitheater parking lot,44.38132778,-68.06516944
Anageshna primordialis,Yellow-spotted Webworm Moth,Insecta,213510,Schoodic Woods Campground Amphitheater parking lot,44.38132222,-68.06515556
Anageshna primordialis,Yellow-spotted Webworm Moth,Insecta,213510,Schoodic Woods Campground Amphitheater parking lot,44.38132222,-68.06515556
Peridea ferruginea,Chocolate Prominent,Insecta,227466,Schoodic Woods Campground Amphitheater parking lot,44.38130278,-68.06514722
Macaria pustularia,Lesser Maple Spanworm Moth,Insecta,736797,Schoodic Woods Campground Amphitheater parking lot,44.38127778,-68.06510278
Hypena baltimoralis,Baltimore Snout,Insecta,82201,Schoodic Woods Campground Amphitheater parking lot,44.38128333,-68.06511667
Scopula limboundata,Large Lace-border,Insecta,81680,Schoodic Woods Campground Amphitheater parking lot,44.38130556,-68.06516389
Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Schoodic Woods Campground Amphitheater parking lot,44.38131655,-68.06521118
Macaria pustularia,Lesser Maple Spanworm Moth,Insecta,736797,Schoodic Woods Campground Amphitheater parking lot,44.38129167,-68.06515556
Heterocampa biundata,Wavy-lined Heterocampa Moth,Insecta,82210,Schoodic Woods Campground Amphitheater parking lot,44.381325,-68.06514722
Eulithis explanata,White Eulithis Moth,Insecta,219746,Schoodic Woods Campground Amphitheater parking lot,44.381375,-68.06518611
Dryocampa rubicunda,Rosy Maple Moth,Insecta,48094,Schoodic Woods Campground Amphitheater parking lot,44.38130556,-68.06510278
Eulithis explanata,White Eulithis Moth,Insecta,219746,Schoodic Woods Campground Amphitheater parking lot,44.38132222,-68.065125
Hypena baltimoralis,Baltimore Snout,Insecta,82201,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Acronicta americana,American Dagger,Insecta,145659,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Panthea acronyctoides,Black Zigzag Moth,Insecta,176096,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Hypena baltimoralis,Baltimore Snout,Insecta,82201,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Pseudothyatira cymatophoroides,Tufted Thyatirine Moth,Insecta,204699,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Zanclognatha jacchusalis,Wavy-lined Fan-foot,Insecta,133625,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Chrysanympha formosa,Formosa Looper Moth,Insecta,216824,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Scopula limboundata,Large Lace-border,Insecta,81680,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Caripeta divisata,Gray Spruce Looper Moth,Insecta,205213,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Dryocampa rubicunda,Rosy Maple Moth,Insecta,48094,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Acronicta tritona,Triton Dagger,Insecta,212457,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Eulithis explanata,White Eulithis Moth,Insecta,219746,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Bleptina caradrinalis,Bent-winged Owlet,Insecta,215271,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Panthea acronyctoides,Black Zigzag Moth,Insecta,176096,Schoodic Woods Campground Amphitheater parking lot,44.38136639,-68.06513876
Ochropleura implecta,Flame-shouldered Dart,Insecta,143121,Schoodic Woods Campground Amphitheater parking lot,44.38134722,-68.06509444
Hypena baltimoralis,Baltimore Snout,Insecta,82201,Schoodic Woods Campground Amphitheater parking lot,44.38138611,-68.06509444
Synchlora aerata,Wavy-lined Emerald,Insecta,126204,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Oreta rosea,Rose Hooktip,Insecta,121534,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Peridea ferruginea,Chocolate Prominent,Insecta,227466,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Halysidota tessellaris,Banded Tussock Moth,Insecta,120217,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Ochropleura implecta,Flame-shouldered Dart,Insecta,143121,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Habrosyne scripta,Lettered Habrosyne Moth,Insecta,220826,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Habrosyne scripta,Lettered Habrosyne Moth,Insecta,220826,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Callopistria cordata,Silver-spotted Fern Moth,Insecta,215774,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Peridea ferruginea,Chocolate Prominent,Insecta,227466,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Harrisimemna trisignata,Harris' Three-Spot,Insecta,220974,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Monochamus notatus,Northeastern Pine Sawyer Beetle,Insecta,130358,Schoodic Woods Campground Amphitheater parking lot,44.38133284,-68.06517497
Synchlora aerata,Wavy-lined Emerald,Insecta,126204,"Winter Harbor, ME, USA",44.38132941,-68.06520849
Habrosyne scripta,Lettered Habrosyne Moth,Insecta,220826,"Winter Harbor, ME, USA",44.38132941,-68.06520849
Hypena baltimoralis,Baltimore Snout,Insecta,82201,"Winter Harbor, ME, USA",44.38132941,-68.06520849
Eulithis explanata,White Eulithis Moth,Insecta,219746,"Winter Harbor, ME, USA",44.38132941,-68.06520849
Protoboarmia porcelaria,Porcelain Gray,Insecta,143867,"Winter Harbor, ME, USA",44.38132941,-68.06520849
Eulithis explanata,White Eulithis Moth,Insecta,219746,"Winter Harbor, ME, USA",44.38132941,-68.06520849
Dryocampa rubicunda,Rosy Maple Moth,Insecta,48094,"Winter Harbor, ME, USA",44.38130556,-68.06513333
Macaria pustularia,Lesser Maple Spanworm Moth,Insecta,736797,"Hancock, Maine, United States",44.38130556,-68.06517778
Dryocampa rubicunda,Rosy Maple Moth,Insecta,48094,"Hancock, Maine, United States",44.38191667,-68.06508611
Hypena baltimoralis,Baltimore Snout,Insecta,82201,"Hancock, Maine, United States",44.38134722,-68.06514722
Protodeltote muscosula,Large Mossy Glyph,Insecta,228855,"Hancock, Maine, United States",44.38135556,-68.06511667
Sphinx poecila,Northern Apple Sphinx,Insecta,231396,"Winter Harbor, ME, USA",44.38130556,-68.06513889
Empoa albicans,,Insecta,635574,"Winter Harbor, ME, USA",44.38133889,-68.06515556
Cerma cerintha,Tufted Bird-dropping Moth,Insecta,205216,"Hancock, Maine, United States",44.38131389,-68.0652
Scopula limboundata,Large Lace-border,Insecta,81680,"Hancock, Maine, United States",44.38152222,-68.06533889
Harmonia axyridis,Asian Lady Beetle,Insecta,48484,"Hancock, Maine, United States",44.381325,-68.06515556
Pangrapta decoralis,Decorated Owlet,Insecta,226889,"Hancock, Maine, United States",44.38134722,-68.0652
Diachrysia aereoides,Dark-spotted Looper Moth,Insecta,218297,"Hancock, Maine, United States",44.38129722,-68.06513333
Synchlora aerata,Wavy-lined Emerald,Insecta,126204,"Winter Harbor, ME, USA",44.38135556,-68.06513333
Dryocampa rubicunda,Rosy Maple Moth,Insecta,48094,"Hancock, Maine, United States",44.38133889,-68.06517778
Pseudothyatira cymatophoroides,Tufted Thyatirine Moth,Insecta,204699,"Hancock, Maine, United States",44.381325,-68.06513889
Leuconycta diphteroides,Green Leuconycta Moth,Insecta,205235,"Hancock, Maine, United States",44.381375,-68.065125
Acronicta vulpina,Vulpina Dagger,Insecta,212459,"Hancock, Maine, United States",44.38127222,-68.06513333
Ochropleura implecta,Flame-shouldered Dart,Insecta,143121,"Hancock, Maine, United States",44.38131667,-68.06511667
Callopistria cordata,Silver-spotted Fern Moth,Insecta,215774,"Hancock, Maine, United States",44.38136944,-68.06493333
Schizura unicornis,Unicorn Prominent,Insecta,126207,"Hancock, Maine, United States",44.381325,-68.06516944
Harrisimemna trisignata,Harris' Three-Spot,Insecta,220974,"Hancock, Maine, United States",44.38139722,-68.06495556
Oreta rosea,Rose Hooktip,Insecta,121534,"Hancock, Maine, United States",44.38136389,-68.06515556
Chrysanympha formosa,Formosa Looper Moth,Insecta,216824,"Hancock, Maine, United States",44.38139722,-68.06516944
Chrysanympha formosa,Formosa Looper Moth,Insecta,216824,"Hancock, Maine, United States",44.381325,-68.06516944
Panthea acronyctoides,Black Zigzag Moth,Insecta,176096,"Hancock, Maine, United States",44.38145556,-68.06523056
Malacosoma americana,Eastern Tent Caterpillar Moth,Insecta,211100,"Hancock, Maine, United States",44.38134444,-68.06519444
Harmonia axyridis,Asian Lady Beetle,Insecta,48484,"Winter Harbor, ME, USA",44.38130833,-68.06516944
Harmonia axyridis,Asian Lady Beetle,Insecta,48484,"Hancock, Maine, United States",44.38132222,-68.06516389
Harmonia axyridis,Asian Lady Beetle,Insecta,48484,"Hancock, Maine, United States",44.38130556,-68.06511667
Synchlora aerata,Wavy-lined Emerald,Insecta,126204,"Hancock, Maine, United States",44.381275,-68.06516944
Caripeta divisata,Gray Spruce Looper Moth,Insecta,205213,"Winter Harbor, ME, USA",44.38131389,-68.06517778
Anageshna primordialis,Yellow-spotted Webworm Moth,Insecta,213510,"Hancock, Maine, United States",44.38135278,-68.06515556
Schizura unicornis,Unicorn Prominent,Insecta,126207,"Winter Harbor, ME, USA",44.38138333,-68.06513333
Ochropleura implecta,Flame-shouldered Dart,Insecta,143121,"Hancock, Maine, United States",44.38139722,-68.06515556
Apamea amputatrix,Yellow-headed Cutworm Moth,Insecta,213826,"Hancock, Maine, United States",44.38127222,-68.065125
Chrysanympha formosa,Formosa Looper Moth,Insecta,216824,"Hancock, Maine, United States",44.38130833,-68.06505556
Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675,"Hancock, Maine, United States",44.38130833,-68.06513333
Ochropleura implecta,Flame-shouldered Dart,Insecta,143121,"Hancock, Maine, United States",44.38130556,-68.06513889
Sphinx kalmiae,Laurel Sphinx,Insecta,117452,"Winter Harbor, ME, USA",44.33648047,-68.05781364
Harrisimemna trisignata,Harris' Three-Spot,Insecta,220974,"Winter Harbor, ME, USA",44.38133889,-68.0652
Panthea acronyctoides,Black Zigzag Moth,Insecta,176096,"Hancock, Maine, United States",44.38133889,-68.06514722
Schizura unicornis,Unicorn Prominent,Insecta,126207,"Hancock, Maine, United States",44.38136389,-68.06510278
Clepsis peritana,Garden Tortrix,Insecta,132789,"Hancock, Maine, United States",44.38140833,-68.06517778
Bleptina caradrinalis,Bent-winged Owlet,Insecta,215271,"Hancock, Maine, United States",44.381275,-68.065125
